textID,text,sentiment
ecadcd7a30,"Nice win by the Dodgers, 8-0 over Giants",positive
e06bc00a87,appreciated!,positive
1d4d34f08d,just saw a baby blue regal with the word 'SLAB' written in huge letters on the side  hahaaaa,neutral
822f5140fb,doubt,negative
2339e54982,I wish I was in London to see you. It`s like my biggest dream to meet you  iloveyouuu <3,positive
637c2fff10,a good,positive
3797a1673d,LOL I can imagine you doing that. Ken said to let you know he agreed with a gazillion percent of what was being said.,neutral
bd21593428,i have no money,negative
fbf335c4aa,cursing,negative
756a6abdba,good work,positive
feb8ed98d1,afraid,negative
27d75a6a5f,i need to get tickets though  idk how that is gonna happen,neutral
98fe43fcae,can`t sleep throat dry as hell.. ugh ! still gon` wake up fabulous !,neutral
8735f0585c,And trash repops.  Getting it tomorrow night I suppose.,neutral
b329d819dd,sucks.,negative
1e2d66dd72,types too fast for her own good. and has been craving pizza for 2+ wks. GAH i hate not having a job i want pizza!  lmaoz why me?!,neutral
b53d8f2b09,s I just don`t entertain him :/,negative
b30b858bfc,Thank you,positive
b4d5f1e13e,sick.,negative
eed5236bea,wishing warped tour came to london canada.....,neutral
de45280fd0,cold as heck...,negative
90937dd8e5,Looking forward to a session at the gym,neutral
d3b5fe56b8,Great job man!,positive
c0ea6aed71,Stuck in awful traffic in the way to the wedding.,negative
5336556b72,lucky.,positive
2187da4101,he was trying not to cry,negative
15675a3442,"Ok, just noticed it is in theatres now - don`t know when it`s showing in Vancouver though",neutral
95c3acafc9,t better,positive
03b5049776,haha i wish,positive
cb7359a0d8,good!,positive
08ee68a14d,sad face*,negative
7db722da41,sitting in awe,negative
42ce17b684,good.,positive
27dd0d2ec1,Aww that`s still awesome.,positive
73476110a2,I love B&BWs new scents ?,positive
cd74b1835d,you will be great! Have a wonderful first day,positive
07cc511566,he won`t reply,neutral
ed084a1fa7,Happy,positive
aa7f0f2994,bother,negative
dd4c858ac6,miss,negative
22f6e91eb3,aww i`m sad,negative
04990f7b87,I can Rome without Ceasar,neutral
a08e24b2d4,w  I wish,positive
b2fdecdc85,sucks,negative
c21cfa000f,Adventures with jamie and bethhh,neutral
d94f94668e,cute!,positive
2632db8d87,. thats upsetting  sorry,negative
9e46e59d01,"I know people say that power naps are good for you all the time, but I kinda always miss the alarm",neutral
464d7b8008,"broke,",negative
d63df6a564,the bad new,negative
91d8c6caf0,Work sucks..,negative
da4d75aa21,that is soooo scary!,negative
4b37b5dfaa,better,positive
c6363dda99,cute.,positive
4e6e3ebb75,so far.,negative
6be7ac3209,bestie,positive
7432bb79b0,!! WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS!,neutral
4ad4131735,Happy,positive
14764fb41b,best part of notting hill is on!!  'daft prick' haha love it.,neutral
b9953ea873,Happy,positive
beba5823e7,fastest transfer rate,positive
a174faa63c,fail,negative
d8b1d20151,Hopefully!,positive
f4f910f15b,more work to do,neutral
d1c5320224,. I know its hard,negative
d30865326c,won,positive
33577dd81b,good to know,positive
79e445a6da,"_magazine thats no dream for me, thats reality  CS4 is on my wishlist",neutral
8ef0d09de9,wow I feel like ish  and I really feel bad because those ignorent aholes wont overturn prop 8,negative
3f586fde74,Your STFU E3 list link is broke,neutral
32cd6a57a0,Happy Mother`s Day,positive
16de5eb45f,thanks.,positive
cc624dbe31,Checkin out what new on Twitter,neutral
c368ade343,And I fell asleep 10 minutes into the Saget roast.,neutral
122e401a45,Scrub and moisturize... doesnt even sounds like `showering`... maybe u should be inclined to follow me en. rephael,neutral
028d2cba2d,little sad to,negative
1cf5aaccd2,frustrating.,negative
272526687c,.  They are the big cheese,positive
3301594865,YAY mom bought me the Sakura bodyshop lotion!  <3,neutral
003d9dfe41,better,positive
35b5a783cf,"Here are some that other tweeple recommend to me: www.audiomicro.com , http://tr.im/gWOy , http://tr.im/gWPx",neutral
1aaa87b4a3,michele but sometimes not having to say nice things all the time is kinda fun  *teehee*and now I`ll put this back on as well *halo*,neutral
93d4ec5fdc,it`s official- the Twilight Saga has ended...*sigh*...my life is empty!,neutral
3655db3290,Feel hungry now   Cook for me pleaseYour food it`s my energy to work~,neutral
01818a5856,Thanking god,positive
e9b989afae,good,positive
968964a722,e such a nasty display picture,negative
18e3628233,Ar work bored...hope Tiff gets here soon then the fun can start,neutral
4c3ce4cb16,u fallin off sad face,negative
266f192a24,the best lol,positive
c5241ed0c6,. I wish we were there now!,negative
15ad2e6473,m crying,negative
3ecad96249,"Thanks!  Unfortunately the EU had probs with his satellite provider, so even though his TV LOOKS great, it`s basically useless",neutral
1029600232,you own a didgeridoo?!?!,neutral
ed5901df21,thanks so much!,positive
dba745bfaf,hahaha i was like :O DOUGIE THATS HARSH!!! are you happy he replied?,neutral
acbda380bf,Last days of maternity leave,neutral
ff6047d0ad,happy,positive
3c7d3bb4f7,i laughed pretty much the whole time.,positive
633b0385dc,i lost my voice . what should i do ? it`s very torture,negative
8d6762c050,PRESSURE!!,negative
9c61ce1836,"has her laptop, her spasy phone, her cat, her music on and her mother making her breakfast! Lovage for you is that!",neutral
4f8932c7f9,ruined:d,negative
348c72a49d,There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,positive
4e3751e8d6,Happy Mother`s Day,positive
e9f642e50a,Mooooooooornin`  How are you? Are your legs ok?,neutral
8d7e22dfd2,nottt nice,negative
47dc43ade2,Just ordered henna! I`ll be a redhead again in a few weeks.,neutral
07c231cf30,Refusing,negative
6f88ff3191,"meee.. I have a Penguin wallpaper on the backround on my phone, computer, ps3, ipod touch and on my twitter",neutral
a3ae670885,Then you should check out http://twittersucks.com and connect with other tweeple who hate twitter,neutral
01b9bd17ae,"i was watching Harpers Island, lol... there was no vodka involved",neutral
89466a67d0,On the way to santa monica,neutral
33889dffc9,thanks,positive
adbf82ee70,Up at 6am on Sunday... Going to meet my mom for breakfast at the beach!,neutral
9ddacf8dee,e best screen name,positive
f364919d1b,Did not feel like getting up,negative
bca03c7d06,WELCOMEEE BACKKKKK,neutral
f3376dfd65,yes dear....  ... I`m opff bbl8r,neutral
b6c3e7d597,"wowza, only the second tweet of my entire trip and i leave in 3 days   but first - BLOW UP SF TOMORROW NIGHT!",neutral
57eeab2353,miss,negative
4db20b941e,he`s a lucky baby.,positive
96674184d6,sorry,negative
f03e4a86e1,I find this tune to be very sexy.,positive
10b2a14840,watching HGTV at 236am lol wtf must love me some home decor,neutral
4f16f25451,"Google Adsense Income down by 6% in this months Payment, Indian Govt Happy for $ Falling, Publishers Sad",neutral
3a58fe626c,awesome! we love it.,positive
5d71e59b19,So sad you didn`t day Hello to me,negative
c5162c4900,thank you for the re-tweet,positive
f78e1525a6,"I have myself barely 4 hrs of sleep and the Lord blessed me with what feels like 8, but it came with a sore throat  pumpin out this paper!",neutral
841d197311,Happy,positive
c2ae2a443a,throw,negative
e383e75065,broke down.,negative
3f3f721e62,Get me one of those and maybe next time,neutral
781d900e89,. Sorry,negative
84fecbe3bf,great,positive
ad1a1b7645,sufferin already,negative
97fd3a7274,missed,negative
474707a3d2,my iMac`s died  keeps cutting out for no reason.,negative
f0395a1949,cool,positive
5cbc350a9c,I see...,neutral
2486f3c1a1,perfect holiday!,positive
2a4d0b7e85,"I think #FF should be Feline Friday anyways, I want cat pictures. Maybe those are only for Caturday though",neutral
7cfe40cca8,_OKeefe Yay! You`re on Twitter! You`re my secret celeb crush!  (too much info??),neutral
5ed3190357,Happy as can be!,positive
77a183021d,i miss you too,negative
24899d5bc7,is waking up somewhat. go canucks!,neutral
0597b9a5d2,check out my twitpic telling people to buy your album!,neutral
70e28e6462,Still totally excited,positive
f13a09937c,Blogging-- http://13tolife.us/ Mentioning links to contests where you might just win a free book or two!,neutral
c8f13cc1ea,i`m off to see a movie ('17 again'),neutral
d2754597c4,"can`t wait to watch the Tonight Show, this evening last one with Jay",neutral
f15beecbd0,Bom apetite,neutral
48037aa2e7,maybe tonights the night to pick it up again?,neutral
034ab36e22,Mexico City traffic  Beating the rush hour to make it to the Aeropuerto,neutral
c5b7e4320f,Sorry I can not reach either URL,negative
b09efb53a5,attempting to count the days till i return to canada...theres alot of them,neutral
931a866d3f,Getting a bit twitchy now,negative
56a2b69b74,Its 1:47 here... hmm wat to do? not sleep for shure!,neutral
2b8f9a437b,"Happy inFAMOUS day to you all, off to get it very soon.",positive
d27e0ab61d,& . Thanks for the lov,positive
a62c8b0a01,Hey Charicee! How are u? Are you going to come to Italy again? please tell me yes,neutral
80de77311a,miss,negative
cb100a2434,don`t feel good!!!!!,negative
03ffbd2cda,broke,negative
0167c461c6,headache,negative
c76057b641,happy,positive
0bc3d2ce9f,love,positive
257ec49d8e,depressed,negative
c8e44ba4ed,watched a small girl cry and it`s sad,negative
bda1f81554,_Sunshine  I figured that... But I ended up taking my cousin to work in the Rain anyway...    But hit me,neutral
a164b4aeb4,hey Gi! look at this pic of you and frankie that i took at the southend gig!,neutral
ceb24f2dba,That`s what I like to hear. I am unabashedly not cool. That`s what makes me so cool byw  #logic,neutral
5db6024b06,ikr!!!,neutral
f48d77c285,it`s friday! trying to find something to do,positive
0b3f36bf93,! HE HAS A FAVOURITE! You`re his favourite ;) OMGAAH.   sorry for creepering? ..not really lo,neutral
30f0194072,is tired but happy the orphanage was wow.. and babysitting was really fun,neutral
d276e14f2d,I need a hug... Gotta find another place to live and a new job,neutral
4d63c513a0,good,positive
9c60e709a0,love you.,positive
f0dd6aa1cd,Sorry,negative
dcdb8d49ef,"****,",negative
bb6748cec0,s love,positive
45d01b50f7,wishing,positive
be420b2bb0,memorize,positive
812e066eed,_Souljaa I couldn`t eat 2,neutral
67ae9cad7f,Cats: unimpressed by thunderstorm. Dog: wishes  would come home,neutral
2ffa136acd,grad party,positive
bde2b0df21,i am too old for Vegas,neutral
7bb5959eac,boo fo,negative
f1f286e4b9,ugh im crying again  writing a rant about it on tumblr.,negative
12c4bbf4ec,thanks,positive
01baa272cc,I slept so late,neutral
f37af9fd5b,****,negative
695950a9f9,**** you ipod for freezing wh,negative
eaf1f96b81,i`m very sorry,negative
83d01e9b63,So effing tired,negative
944776191e,gutted,negative
d672a09053,best night of my whole entire **** life.,positive
fb393e469f,sad.,negative
e4fd99e835,"**** fight night 4 demo won`t load, keeps crashing at the first screen. time to delete and re download i think",neutral
46a0ac8ddc,stuck,negative
acdea0cf39,ouch!,negative
506f3859f7,Just dropped my sistah off @ lax.    #fb,neutral
f8ce4ba6de,nice weather..,positive
11d1e1645b,wonder,negative
4f0d278d51,learning all about non-payment from a client.  For a new business this is a headache I was hoping to avoid,neutral
812f9f7dd1,is resting. ahhhhh. I feel good,positive
32c9089fe0,hope,positive
6d9125c7c0,depressed,negative
b6c0001c04,Having internet access on board means I can see what bad weather we are flying into,neutral
a24c1d14d7,miss,negative
26ffb10aa8,Yummy and healthy.,positive
279fd69360,I did that once,neutral
20e6d83878,hopes for a great race,positive
9cba8bf464,Thanks,positive
bd1fc290f6,own 2nit but i cant go.,negative
735d139140,Rest then. It`s your day off!,neutral
cfc8ece057,.it`s expensive!,negative
bdd93d298d,funny,positive
13bcae7c6a,sick,negative
35b97b5ac2,"Thanks! Am trying.. (keeping my chin up, ouch!)",neutral
cc0bc2a05d,shouldn`t be in it,negative
313fc09dd5,I missed,negative
7b4e00002d,youre too busy for me.,negative
5228a1be3e,I am sad that my kids were ungrateful today,negative
174485ccc8,wowzers! thanks! bang bang misses you on the dance floor,neutral
5534973b05,Is Skyping with family,neutral
222a05a0c7,"it`s true, sorry david!",neutral
9d605483af,Mc  John  sim posit  3 yr passed  no  softees   stranded without warren tea out  tech spec,neutral
ab449b4ca9,i wish they would so i can take my friends and myself to the NKOTB show,neutral
50a030f59b,#FAIL,negative
5754023a59,In London! Off to do the tourist thing!,neutral
10330d15ff,ahaha im here carlos;;  Wasssup?!,neutral
2463ad77e1,fun,positive
4f59a42713,Live TV coming to the XBox 360.  But only if you live in the UK.  http://tinyurl.com/kq47ah,neutral
b0ba6734a3,just got on twitter. no friends to add!  none of my friends are in twitter,neutral
b00a8dae14,when you know u aint done the wrong,positive
23304e66c0,Gremlin is asleep after a particularly challenging bedtime. I think it`s safe 4 me to go to bed -what a crazy Sat night for me!,neutral
e5b87fbf99,have a good night twitts.,positive
9fec75d611,loves John Mayer`s updates.  And modeling in the hot sun... and being sweaty... jk. But seriously...,positive
859aed01f2,wants to eat baked tahong. It`s been a while. Really.  http://plurk.com/p/x24ke,neutral
3126e43309,thanks **** it went really well. I`m tired now though  hope you spoiled your mum-in-law,neutral
508eba1db5,Congratulations lo,positive
fbb9cc0147,Sleeping on the streets of nyc for a celebrity...nothing new. Wish i had a huge blanket though,neutral
78d698cb37,Great,positive
0cdb9fb23c,**** Felicia is freakin cute,positive
dd8f901767,pleeeease,positive
bb61a7094b,exhausting!,negative
0afb0b5fff,in edinburgh. just had a chinese yum! better take wee haggis out hes cryin at me   dunno y tho xox,neutral
f9f82c5f99,"so bored, i have a headache.",negative
14393f569c,Happy,positive
9ff9a80b63,Loves,positive
be285863ca,good,positive
a9a5a87e15,Made coffee cake for her mom,neutral
ec1d36b836,no clubs...no parties...ive spent my friday and saturday night workin on music and am quit content,neutral
7c9df630ad,acting weird,negative
45be0423e4,crappy karaoke game. I miss the fighting,negative
fef84373a2,cuss u siad u weren`t having it...lol,neutral
016f701c50,"Tomorrow is Mother`s Day! What did you get for your moms?! If you don`t have a gift, just tell her that you love her.",positive
5af3be7c3f,Hope you had a great time,positive
2863f435bd,A little happy,positive
c20d12b772,"Really tired, and need to be up in the morning... Off to bed. Good Night All!!!",neutral
4105e98785,"Just got back from work, OT na naman. What`s new?",neutral
12c910a306,Driving Back home because I forgot the piece of cake for _era,neutral
a13175162b,just relax,positive
dfe207079d,"Walking the puppies downtown. Also, mystery of missing cat solved: he  locked himself in basement for nearly two days.",neutral
de544dfa17,"we all have our moments of intense genius...and power...and well, at times, sheer insanity  i need a sanity check!",neutral
2b4223134d,t dying out anytime soon,negative
8154e7fb2f,", dammit",negative
0034cbc1c3,"mmmm it all sounds tasty. i had some spiced rum earlier, yummmmmyyyy also herbs are always good although better when shared",positive
fc0e7ea470,I want to join but i live in michigan,neutral
516f652e1f,My chick wont shut up,negative
21358df4be,Haven`t seen _Troy or _McLoven,negative
67beae3c7f,s spoilt,negative
6899d5b37c,interested,positive
ef89d78405,Ocean sounds cd,neutral
f4323b0d0e,"Welcome, you were our 10,000th follower! it`s very late CA time but we stayed up to meet you",neutral
ab8c54c783,sorry,negative
0b0e732b60,good morning. have to get ready to go to the hospital and get a cat scan. best wishes to you.,positive
833bcfd021,"I slept entirely too long on my nap, but not long enough at the same time.",neutral
4b1def0c74,he awesome,positive
bd9628abef,a great,positive
936f854d95,SUCKS,negative
0ffe509e87,?Poor,negative
0ccd318e21,_miss my best friend won tickets to see them from kiis fm!,neutral
d1a20c87ef,finally found what I wanted ..,positive
2e3b299140,Anybody else think that #win7 is pretty much Vista SP2?,neutral
44be7cf097,"dear michael sorce, you crack me up! sincerely, me",neutral
98a60aa5ea,Cool show,positive
c5bb827543,fun,positive
ce84cdb03b,Happy Mother`s Day to all mothers!,positive
647f5934e4,stupid,negative
c48776d616,jealous,negative
0f6d37e6dc,ooohhh. I understand. I never get sick of her so im on your moms side  I guess your dad just likes what he likes....lol,positive
176febd44e,- I will see if there`s a used organ shop there & let you know. But why not just sign up to ejamming.com and rock out!,neutral
9ad63aa696,learn,positive
1c22da595d,Wishes,positive
a76a481571,At the walnut high school prom with becca,neutral
8d7f102cba,not being nice,negative
c78bf59e67,sounds like fun,positive
1d0f64b3ab,had a really weird night last night and misses her friends,negative
b431a44c03,In the arts having coffee and cake,neutral
d0cc5eab22,& healthy choice,positive
19d2343d89,love,positive
07e48a7d9e,NOT wanting,negative
2e7082d1c8,MAYDAY?!,neutral
38ad3f6924,"FINALLY FINISHED MY **** FILM FINAL!!!  (Well, all except 1 part, but idk how to do it....)",neutral
0a5677e851,Romantic evening in with papa murphys and 'battle BC' from the history channel,positive
499a4d2a6d,should be good.,positive
1b5f1316fa,waiting for landlord to come see about our shower,neutral
928305a544,gets worse,negative
834a862a0c,I aint got no money to buy any cred to call u  and am in lONDON,neutral
2d65ec4f12,enjoying,positive
13259c1890,the,positive
da608fb08e,"I feel bad,",negative
238af9964e,Its cold,neutral
650bd3dc03,Mother`s Day present..,positive
8eb64ead0c,favorite,positive
488ad3f353,nice co,positive
b1219686d6,not going to be fun,negative
902f7c5df8,TGIF!! But I have so much work to do this weekend,neutral
b973cfd48b,y hated,negative
5008199470,"lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is",neutral
fa0edb19b6,Same to you!,neutral
d7210c0de1,Going to shopping place thingie! BRB LATERZ!,neutral
9d5cfa4d06,THANKS,positive
169b18e890,"Omg, I`m a murdere! I accidently just killed a spider",neutral
d454289ce9,thx!,positive
e98226e842,Thx,neutral
06f4f6fe96,amazing,positive
330f415aef,Lots of fun,positive
2889cb3b49,o can`t work that one out  pain in the **** them spammers,negative
d46552aad6,Looking forward,positive
0f8050afef,Good,positive
f35c830c79,easier route,positive
5c49c70c70,sad,negative
9b70036610,tired as hell!!!! be,negative
176b4c7ca2,an incredibly great day.  hahaha!,positive
d5b749a28e,bah! bk on reception  comps aint working.....BUT the sun has got his hat on hip-hip-horay,negative
3f348dc959,killed,negative
96f22cceec,e amazing,positive
72658e4297,way out of hand.,negative
44cf670176,"Haha, it`ll be gross by the time it comes back.    Tell you what .. we`ll Yum! Vancouver some malay spot soon, or just go india",neutral
ab4a849f72,My poor wife.,negative
3742bbfaf3,"is upset,",negative
6b9213581e,in a very stress mood,negative
5f46732f96,goin` to casa milan`s club house...,neutral
fa5668de03,sick,negative
9cc8e3dac3,Loving,positive
43c5bf4282,"Good job, team!",positive
9236725e7d,just a little too far,negative
718dd7a3a8,appreciated.,positive
56a4a95457,sad,negative
712d8f85a7,(sorry,negative
a91594f6c8,Thanks,positive
a182b2638e,Thank,positive
4646623c1d,Is getting ready for work... Working all weekend,neutral
140c1ad9f0,Scared as ****.,negative
eee7661445,What is better than a day off with Stevie-J?,positive
b1fd9116e3,Like,positive
886e67eee9,fault,negative
7.67E+33,Goodnight,positive
da765474e0,No html converter on there   Think we`re going with  http://bit.ly/3pJNC  `cause it took 5 min. to get workin,neutral
8700b7c408,Off for a loooong weekend of inlawing...  ... ...,neutral
7883967f6f,Fail.,negative
93acb731c3,Cheers.,positive
85ed5b9cf7,Legs are hurting because I was standing up all day.,negative
c009163725,is still working  #fb,neutral
640ae59ce3,I`ll give u an icecream ?,neutral
c54fd3a21d,****!,negative
1c7a23148b,I could have bought a Vespa with the amount of money I just spent,neutral
d29c52c068,Right. But I茂驴陆m a stickler for correct DPI export and color value  I茂驴陆m going to dig in and find out if this is possible,neutral
292dfc2844,feels like spammers season .....is called summer season,neutral
9818dd9b5d,good,positive
b1a35f6f1a,Day of writing,neutral
fa18a81293,Baby was not herself after recieving vaccines,neutral
4fa71e7e5f,awesome,positive
6c91939c5c,His beard is addressed in this week`s LOLs.,neutral
f75b6bb190,"Yes, sir!   See her",neutral
0cc16f71b1,There are bugs attacking my laptop,negative
134aac35ae,follow me please!,neutral
3ddb3dd806,It`s hella itchy!,negative
852481b907,i love playing games in the dark.,positive
5b747a13f6,Shopped til i dropped....come bac sunshine i miss u,negative
b2ccc6e924,"Oui, I figured that since its a day off, I`d better start brushing up on my french; so far I have learnt Bonjour and Oui",neutral
73c63767ce,", that`s unfortunate to hear  Thanks you both for the head`s",neutral
7d47dd6bdd,Urgh. Was nice to wake up with my J-bum though. He`s still sleeping now. Cute,neutral
9b7a9dfd99,? ALREADY FINISHED CHATTING . HAHA ..  ?,neutral
ba33e6afea,wonderful,positive
a61b57c8ca,"Yep they are open, it`s Sunday hours tho",neutral
daa5b8c7f3,"work at one sucks, I miss happy hour",negative
81adf60881,good,positive
75818c1f34,Smith/Amherst mini-reunion last night was fun- how i miss the old days,neutral
5e06140be6,Just lost an hours work due to server issues,negative
6b67233cb3,Perfect,positive
13cd333797,"This early in the morning, they probably won`t even need much make-up",neutral
d3d7a456da,dragged,negative
9fd06e7581,Its so nice i ahd to work today,positive
cf961d917e,hard,negative
503807fbe9,does not want to go to sixth period.,neutral
dfccc83704,excited!,positive
2f9f2f2a9a,sweeet,positive
17627e0aad,man.....i`m at a loss for words.....looks like i`ma get an unexpected graduation gift.....in a good way,positive
876ba674c9,has got a degree in BS.,positive
3e4dc7ae2a,They don`t know that I like him cause I`ve never ask them bout him.oh well I guess your right. I feel abit better now,neutral
1d58adbf58,"maybe just a **** good coffee? Same dilemma, tho.",neutral
b448bff0e8,best mom`s day present ever!,positive
064985c587,Grad present photos on facebook,neutral
1649b645f7,can you repeat what was bad about singapore pools website please?,neutral
2b0c531715,no wine here - I don;t drink  - but I have have plenty of forbidden cholocate,neutral
571856c778,yeah- there was definitely a pillow fight.,neutral
73355afc38,sad,negative
fbaace1664,ds amazin,positive
b7c87c6d33,Yup. Most of my hacks are all for fun  Here`s a quick video I made of it. I`ll follow up when it`s done.,neutral
4c8767e3ee,Glad,positive
37d1afaad1,Room is so empty,neutral
7f9dbe3552,"hello new maccy, welcome to your new home",neutral
ba9f75c8be,can you say emotional? im really gonna miss mh,negative
ab48ec1f60,a sad,negative
36bcbee1cb,sitting on chloes little trike thingo its a girraffe  ill most probobly get yelled at with in the next minute or so! ohhh well,neutral
05be2d3dc7,the slowest website,negative
465037cb81,Test discovery just missed being in Py3.1,negative
253328ba11,"Whew, the first night and day of summer were.....very sad  But, I have Jess`s grad party to go to tonight!!!",neutral
b5610e69af,i dont like it!,negative
1840223106,shopping! Migawd. i don`t want to surf the net anymore.,neutral
1eb9a2da29,what I thought ur going somewhere that`s why I didn`t invitw u,neutral
208cbe4682,dang that burrito and toaster strudle(sp?) was just a tease im still hungry,neutral
6a9f4e8175,i like them all i just saw the movie 4.8 i would give it a 5 if Tyler Perry wasn`t in it,neutral
9cfa9342c1,i don`t like,negative
bf2aee912b,.lol. I hope its music i`ll like.,positive
04c5d49be7,**** if there is anytime I need my car... its now! Dammit,negative
45549c5fcf,Can I have a splodge of ketchup on mine please?!,neutral
1a5e619b83,hurts.,negative
14f9c8dad5,miss,negative
8d1756a180,morning! just got my coffee,neutral
eed9315e21,Makin the best of a good day.,positive
adff84e5fd,"Outside for just about 1 hour, the sun was bloody hot - no tan  Wait for monday then will spend around 2 hours outside ;)",neutral
b82c25fa5e,awe...Thank you Jon!,positive
78fad5b5b0,"this has been like the never ending story....all I seem to be doing is packing and now unpacking!!! Soon over, great here",neutral
22fa0e467e,i gots a summer job,neutral
4fbd869da4,Drinking bud light lime,neutral
c6734b51a7,and why can`t toy story come out this june,neutral
3d25eae322,appreciated,positive
c57873a1b0,blastinggg music.,neutral
59ec2945d5,R.I.P. Sammie the Cat,neutral
7f8935732d,Blinded again,negative
ee64f8b4fd,had best get revising over da weekend got an exam on Monday for 2 hours!!!!!!!,neutral
7ba6578993,Lameness,negative
1753eb0481,phaket.  what did anneliese want to do?,neutral
84159591be,I`m exhausted,negative
6ac418d516,luvin,positive
e55bd91364,your tweeps have lots of mother wisdom to share.,positive
8a159382ea,Happy Mo,positive
216e541532,bored now,negative
78944eda15,while having some fun,positive
7d41c25c44,fail,negative
b1c2a024ec,this sux bu,negative
8019ffeb57,Here at work still feeling the pain for my friend wish I had a magic wand to erase all the madness,negative
f00f98900a,r I`m excited anyway.,positive
18e4feb802,New article about band called MGMT @ ATBFM.SOLIDSYN.NET,neutral
36814b5a72,happy,positive
d6528f1f21,"a great song,",positive
715a6a8caa,relaxing night at home with best people,positive
6109fbeca5,"Watching Almost Famous with Andrew, Michael, and Yolanda",neutral
3139ac78db,"first day on new job,, bought a new clothes already and it was 40% off for employee discount!",neutral
bc67361aa6,The only way I`ll feel safe is when he`s finally in jail where his stalker **** belongs!,neutral
51373f5fde,"Up, I slept in till 11.02 !!! Shooting a new vid today",neutral
df4bfaa9c0,good morning. today is my last day of 'freedom'. back to work tomorrow. i`m sorta stoked-not stoked. but well.,neutral
6d880eeb97,im bored to death,negative
6aef787d9a,Happy,positive
9a6f4d05d5,would love to test it though.,positive
03c7b5c498,_Gov hi gov!! How are you?,neutral
11784322cf,i knooow  its the pizza girl episode xD <3,positive
76b4b5192f,"dreamwidth, a new journaling site that just went into open beta.",neutral
968b62c93c,miss,negative
b57e3fc473,no fun!,negative
14f013d638,great day,positive
7fbc575d36,hurts,negative
d98b4eb1fb,I wanna go to DBSK oppa`s Mirotic Concert in Thailand!!! I REALLY WANNA GO SO MUCHHHHH...    *burst into tears*,neutral
f1e747751a,cavs got lucky 2night  lol but lebron took over and killed em another triple double,neutral
df7c51d8ba,I`m bored.,negative
6ef19e6a61,Is also having a lonely night.... Wishing she could go to Audun`s so that she doesn`t have that bad dream again...,neutral
6410d31bbe,"New pic.... Twitter is finally letting me change my pic.  For those that missed it, Fannish Inquisition is now  please follow",neutral
d4c65fd7ab,"The Wedding is over everyone has gone home, newlyweds are off to Canada and finally, there is quiet! And I`m late for work",neutral
aee14b9638,I was waitin` so many new and good songs about the end but I didnt like it so much,neutral
d1f48cfb44,Heading to Beaumont,neutral
1e17b77d6e,broken,negative
bc02870b7d,messed up,negative
7137ed21f3,"so which one are you The Good, The Bad or The Ugly",neutral
575d231452,LOL ok we gotta get the folks from Microsoft and live360 in WA to hire me.,neutral
28da039399,met the shortest line ever at FCB Tunapuna... then the tellers disappeared,neutral
ab5bdfc283,cool! ok yeah see i dont have the old files with separate vocals so im trying to punch em all up as one track(all i can do),neutral
1e7b0c1a1b,Got the BrainBone daily question right!  - http://tinyurl.com/c9ryqc,neutral
beb87222f9,"_Girl Girl, those are bangin` shoes!!!  Work it!",neutral
852d0f895c,i don`t know what to do..,negative
72d2f465a3,h headache,negative
fe56130b35,pity,negative
6c11ca9bb9,great!,positive
0d84d8bf82,Evening  Yorkshire`s warm but overcast. How`s NZ? Don`t tell me - dark lol,neutral
633e9e07ff,ll mis,negative
e2f74fa54c,i was invited to one on the beach but it was too short notice i mean why the hell tell you 2hrs before?? really?,neutral
53010c786e,love,positive
44bd919c30,Happy,positive
b7a6df7f96,great,positive
b5b42a777e,i don`t like u,negative
ffb8ce3021,"much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry",negative
1fdeebda41,sunburnt,negative
a19d94c943,immensely sad =\,negative
70df03fa27,time for bed up in 6 hours,neutral
d0cb089016,Hahaha!,positive
21d38cfc42,"Wow, been away 4 a while...stupid lap top is in the shop...still    Hope everyone is well!",neutral
f44fd6baaf,I love Overnight. And they`ve worked with me on printing/shipping issues.  sorry it didn`t work out for you.,neutral
f3cf8ec01b,Humous and Dorito`s.... Oh yes,neutral
1efad1b003,Love it,positive
02f750f49c,ignored.,negative
f0ca2549ca,It would be nice,positive
e95e9018ab,We looked at apartments this weekend.  Found one we like.  Hubby going today to try to rent one of the apartments.  Crossing Fingers,neutral
4f71c900d6,mess,negative
0f0206e14d,_ricardo road movies indies rule  haha,neutral
1d53a88985,Morning all: Looks like no Nintendo Gameboy phone,neutral
576b09506e,Is watching Bruce almighty,neutral
95d40d5044,yay  i`ll do you a heart mk shout in a sec pam,neutral
2c1da22010,My wand? It`s a black hawthorn wand with a core of kraken heartstrings.  You?,neutral
b524433af3,Goodnight twitter world!,positive
5dcaf3b671,sorry,negative
89ab1260ae,Good luck to everyone,positive
8dade488fd,So tired,neutral
5e4f7f4311,"a lil funny at first to do so,",positive
368b76c534,scaring,negative
f5bb526d5d,Working   But it`s Fridaaaayyyyy,neutral
b56c2694a7,sad,negative
0262263a60,ch ****,negative
999718b8b4,_baby  your not talking about your obsession with me right???,neutral
0336be9ba1,I can`t find it on YouTube   only the concert versions....HELP!!!,neutral
b0286aab80,she had another song out recently but it didn`t get that much play,neutral
